id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
P1,869951035740160,4127,646,1023,513,380,13.5,14,81,152,"2022-10-19  23:50:05"
P1,869951035740160,4098,853,951,509,341,13.625,14.125,80,151,"2022-10-19  23:55:43"
P1,869951035740160,4102,853,952,509,321,13.625,14.25,82,155,"2022-10-20  00:01:33"
P1,869951035740160,4124,853,951,511,327,13.8125,14.3125,81,153,"2022-10-20  00:07:23"
P1,869951035740160,4094,854,952,509,338,13.875,14.4375,82,155,"2022-10-20  00:13:13"
P1,869951035740160,4121,854,952,508,337,13.9375,14.5,82,156,"2022-10-20  00:18:59"
P1,869951035740160,4121,854,952,507,334,14.0625,14.625,82,156,"2022-10-20  00:24:56"
P1,869951035740160,4091,854,950,508,325,14.1875,14.6875,82,157,"2022-10-20  00:30:35"
P1,869951035740160,4115,855,952,508,328,14.5,14.9375,82,158,"2022-10-20  00:42:25"
P1,869951035740160,4119,855,952,508,337,14.6875,15.0625,82,158,"2022-10-20  00:48:01"
P1,869951035740160,4118,856,951,508,328,14.8125,15.125,81,159,"2022-10-20  00:53:53"
P1,869951035740160,4114,856,951,508,320,14.9375,15.3125,81,160,"2022-10-20  00:59:45"
P1,869951035740160,4102,727,1023,513,354,15,15.375,80,159,"2022-10-20  01:01:50"
P1,869951035740160,4116,857,952,508,318,15.1875,15.5,81,160,"2022-10-20  01:07:42"
P1,869951035740160,4106,858,951,508,325,15.4375,15.5625,81,161,"2022-10-20  01:13:34"
P1,869951035740160,4107,857,952,508,326,15.5625,15.75,81,162,"2022-10-20  01:19:14"
P1,869951035740160,4111,858,951,508,322,15.8125,15.875,80,161,"2022-10-20  01:25:06"
P1,869951035740160,4110,860,952,508,334,16,16.0625,80,161,"2022-10-20  01:30:47"
P1,869951035740160,4089,860,952,508,329,16.25,16.1875,81,164,"2022-10-20  01:36:39"
P1,869951035740160,4121,860,952,508,329,16.4375,16.3125,81,165,"2022-10-20  01:42:19"
P1,869951035740160,4100,861,951,508,327,16.625,16.5,81,166,"2022-10-20  01:48:22"
P1,869951035740160,4079,861,951,508,322,16.875,16.6875,81,167,"2022-10-20  01:54:07"
P1,869951035740160,4099,862,951,509,326,17.0625,16.8125,81,168,"2022-10-20  01:59:48"
P1,869951035740160,4120,862,951,508,327,17.3125,16.9375,81,168,"2022-10-20  02:05:40"
P1,869951035740160,4119,862,951,507,321,17.5625,17.125,81,169,"2022-10-20  02:11:32"
P1,869951035740160,4085,863,951,507,319,17.75,17.25,80,170,"2022-10-20  02:17:18"
P1,869951035740160,4100,864,951,507,322,18.1875,17.5625,81,171,"2022-10-20  02:29:25"
P1,869951035740160,4120,863,950,508,313,18.4375,17.75,81,172,"2022-10-20  02:35:17"
P1,869951035740160,4098,865,950,509,314,18.625,17.9375,80,172,"2022-10-20  02:40:58"
P1,869951035740160,4085,865,952,508,327,18.875,18.0625,80,172,"2022-10-20  02:46:50"
P1,869951035740160,4119,866,950,508,309,19.25,18.4375,80,174,"2022-10-20  02:58:34"
P1,869951035740160,4081,865,950,509,324,19.5,18.5625,79,172,"2022-10-20  03:04:19"
P1,869951035740160,4117,867,951,508,316,19.6875,18.75,79,172,"2022-10-20  03:10:11"
P1,869951035740160,4120,866,950,508,304,19.9375,18.9375,80,176,"2022-10-20  03:16:02"
P1,869951035740160,4120,867,950,508,303,20.0625,19.0625,80,177,"2022-10-20  03:21:54"
P1,869951035740160,4108,733,1023,520,363,22.5625,21.4375,79,183,"2022-10-20  04:50:10"
P1,869951035740160,4082,871,948,509,297,22.6875,21.5625,79,184,"2022-10-20  04:55:57"
P1,869951035740160,4113,872,949,507,313,22.8125,21.75,79,184,"2022-10-20  05:01:38"
P1,869951035740160,4118,888,901,518,419,22.9375,21.8125,79,184,"2022-10-20  05:05:33"
P1,869951035740160,4100,706,1023,853,823,15.1875,15.625,81,158,"2022-10-20  23:33:30"
P1,869951035740160,4120,755,1023,1023,372,16.9375,17.0625,81,165,"2022-10-21  00:57:12"
P1,869951035740160,4113,842,942,1023,334,17.125,17.1875,81,166,"2022-10-21  01:02:46"
P1,869951035740160,4079,844,939,1023,334,17.25,17.3125,81,166,"2022-10-21  01:08:19"
P1,869951035740160,4083,846,937,1023,327,17.5,17.5,80,164,"2022-10-21  01:19:29"
P1,869951035740160,4083,847,934,1023,319,17.625,17.625,81,167,"2022-10-21  01:25:09"
P1,869951035740160,4113,758,1023,1023,343,17.75,17.6875,80,166,"2022-10-21  01:29:05"
P1,869951035740160,4114,848,936,1023,332,17.875,17.8125,81,168,"2022-10-21  01:34:39"
P1,869951035740160,4079,848,936,1023,325,18,17.9375,81,169,"2022-10-21  01:40:01"
P1,869951035740160,4118,847,934,1023,307,18.1875,18,81,169,"2022-10-21  01:45:46"
P1,869951035740160,4057,850,936,1023,340,18.3125,18.125,81,169,"2022-10-21  01:51:20"
P1,869951035740160,4086,849,936,1023,329,18.4375,18.1875,80,169,"2022-10-21  01:56:42"
P1,869951035740160,4116,848,935,1023,314,18.5,18.25,80,169,"2022-10-21  02:02:27"
P1,869951035740160,4061,850,937,1023,326,18.625,18.4375,80,170,"2022-10-21  02:08:01"
P1,869951035740160,4120,849,936,1023,325,18.8125,18.5,80,170,"2022-10-21  02:13:34"
P1,869951035740160,4073,850,937,1023,326,18.9375,18.625,79,171,"2022-10-21  02:19:01"
P1,869951035740160,4120,858,946,1023,330,19.875,18.75,83,172,"2022-10-21  02:30:07"
P1,869951035740160,4120,861,950,1023,331,19.8125,18.9375,82,170,"2022-10-21  02:35:41"
P1,869951035740160,4119,865,953,1023,348,19.375,19.25,83,171,"2022-10-21  02:41:03"
P1,869951035740160,4119,866,953,1023,337,19,19.625,83,170,"2022-10-21  02:46:25"
P1,869951035740160,4119,869,954,1023,325,18.8125,19.9375,83,169,"2022-10-21  02:51:59"
P1,869951035740160,4059,872,956,1023,326,18.8125,20.25,84,169,"2022-10-21  02:57:39"
P1,869951035740160,4082,876,955,1023,342,18.875,20.375,84,169,"2022-10-21  03:03:13"
P1,869951035740160,4120,879,953,1023,341,19,20.3125,84,170,"2022-10-21  03:08:35"
P1,869951035740160,4093,882,950,1023,347,19.125,20.25,85,170,"2022-10-21  03:13:58"
P1,869951035740160,4119,878,948,1023,329,19.25,20.125,85,170,"2022-10-21  03:19:20"
P1,869951035740160,4084,873,946,1023,318,19.4375,20,85,171,"2022-10-21  03:25:10"
P1,869951035740160,4115,869,938,1023,330,19.5625,20,85,172,"2022-10-21  03:30:32"
P1,869951035740160,4115,854,946,1023,346,19.6875,20.0625,82,172,"2022-10-21  03:35:54"
P1,869951035740160,4118,851,948,1023,336,19.75,20.125,82,172,"2022-10-21  03:41:28"
P1,869951035740160,4114,850,948,1023,327,19.8125,20.125,81,173,"2022-10-21  03:46:51"
P1,869951035740160,4108,850,948,1023,332,19.875,20.25,82,172,"2022-10-21  03:52:13"
P1,869951035740160,4107,848,947,1023,326,19.9375,20.3125,81,173,"2022-10-21  03:57:47"
P1,869951035740160,4113,849,946,1023,328,20,20.375,81,173,"2022-10-21  04:03:33"
P1,869951035740160,4082,849,947,1023,334,20.125,20.4375,81,174,"2022-10-21  04:09:03"
P1,869951035740160,4113,850,946,1023,329,20.1875,20.5625,80,172,"2022-10-21  04:14:37"
P1,869951035740160,4077,849,946,1023,332,20.3125,20.6875,81,175,"2022-10-21  04:20:10"
P1,869951035740160,4081,849,945,1023,332,20.4375,20.8125,81,175,"2022-10-21  04:25:44"
P1,869951035740160,4082,851,946,1023,342,20.5625,20.9375,81,176,"2022-10-21  04:31:11"
P1,869951035740160,4080,852,945,1023,341,20.6875,21,80,173,"2022-10-21  04:36:40"
P1,869951035740160,4112,851,942,1023,316,20.8125,21.1875,81,177,"2022-10-21  04:42:14"
P1,869951035740160,4116,850,941,1023,319,20.9375,21.25,81,178,"2022-10-21  04:47:42"
P1,869951035740160,4072,851,942,1023,324,21.0625,21.4375,81,178,"2022-10-21  04:53:04"
P1,869951035740160,4084,852,942,1023,328,21.25,21.5625,81,179,"2022-10-21  04:58:31"
P1,869951035740160,4117,852,942,1023,321,21.375,21.6875,80,176,"2022-10-21  05:04:12"
P1,869951035740160,4116,851,942,1023,322,21.5625,21.75,81,179,"2022-10-21  05:09:46"
P1,869951035740160,4102,851,940,1023,307,21.6875,21.875,81,180,"2022-10-21  05:15:08"
P1,869951035740160,4089,851,940,1023,315,21.8125,21.9375,81,180,"2022-10-21  05:20:42"
P1,869951035740160,4117,852,941,1023,321,21.9375,22.0625,80,180,"2022-10-21  05:26:16"
P1,869951035740160,4095,852,940,1023,324,22,22.125,79,178,"2022-10-21  05:31:50"
P1,869951035740160,4119,852,940,1023,323,22.125,22.1875,80,180,"2022-10-21  05:37:23"
P1,869951035740160,4068,853,939,1023,314,22.25,22.3125,80,180,"2022-10-21  05:43:02"
P1,869951035740160,4116,852,940,1023,316,22.3125,22.375,81,180,"2022-10-21  05:48:25"
P1,869951035740160,4104,852,939,1023,319,22.375,22.4375,81,181,"2022-10-21  05:53:47"
P1,869951035740160,4102,852,939,1023,321,22.4375,22.5625,80,181,"2022-10-21  05:59:09"
P1,869951035740160,4088,852,938,1023,313,22.5625,22.5625,81,182,"2022-10-21  06:04:32"
P1,869951035740160,4119,852,938,1023,316,22.625,22.6875,81,182,"2022-10-21  06:10:05"
P1,869951035740160,4073,854,939,1023,335,22.75,22.8125,79,179,"2022-10-21  06:15:40"
P1,869951035740160,4112,853,942,1023,317,22.8125,22.9375,80,182,"2022-10-21  06:26:58"
P1,869951035740160,4119,853,938,1023,321,22.875,23,81,182,"2022-10-21  06:32:31"
P1,869951035740160,4119,853,938,1023,322,23,23.0625,80,182,"2022-10-21  06:37:53"
P1,869951035740160,4082,852,937,1023,315,23.0625,23.125,80,182,"2022-10-21  06:43:21"
P1,869951035740160,4072,852,937,1023,311,23.0625,23.1875,81,183,"2022-10-21  06:48:48"
P1,869951035740160,4087,852,936,1023,320,23.125,23.25,81,183,"2022-10-21  06:54:21"
P1,869951035740160,4087,853,936,1023,318,23.1875,23.25,80,183,"2022-10-21  06:59:56"
P1,869951035740160,4117,852,936,1023,320,23.1875,23.3125,80,183,"2022-10-21  07:05:30"
P1,869951035740160,4115,851,935,1023,312,23.25,23.375,80,182,"2022-10-21  07:16:32"
P1,869951035740160,4119,852,937,1023,322,23.25,23.375,80,182,"2022-10-21  07:22:06"
