device_name,cellnumber,batt_mv,uptime_s,chmln_top_ohms,chmln_bot_ohms,ds18b20_top_temp_c,ds18b20_bot_temp_c,smt_vwc_raw,smt_temp_raw,date_created_utc
S2,0493603968,4116,50,1651.481,5429.864,16.3125,16.4375,83,159,"2022-10-12  08:25:56"
S2,0493603968,4110,671,2021.151,5618.32,16.25,16.375,85,159,"2022-10-12  08:37:06"
S2,0493603968,4113,1293,2021.151,5406.626,16.125,16.3125,85,159,"2022-10-12  08:48:27"
S2,0493603968,4113,1926,2021.151,5291.479,16.1875,16.3125,84,159,"2022-10-12  08:59:49"
S2,0493603968,4112,2559,2021.151,5178.042,16.1875,16.3125,84,159,"2022-10-12  09:11:09"
S2,0493603968,4111,3192,2021.151,5066.274,16.1875,16.3125,83,157,"2022-10-12  09:22:31"
S2,0493603968,4101,3829,2035.294,4978.038,16.1875,16.25,84,159,"2022-10-12  09:33:43"
S2,0493603968,4107,4450,2021.151,4890.83,16.1875,16.1875,85,159,"2022-10-12  09:45:04"
S2,0493603968,4110,5083,2035.294,4804.631,16.125,16.1875,85,158,"2022-10-12  09:56:25"
S2,0493603968,4108,5716,2035.294,4740.634,16.125,16.125,85,159,"2022-10-12  10:07:46"
S2,0493603968,4108,6349,2021.151,4677.188,16.0625,16.0625,84,159,"2022-10-12  10:18:55"
S2,0493603968,4102,6971,2035.294,4593.438,16.0625,16.0625,84,159,"2022-10-12  10:30:05"
S2,0493603968,4105,7592,2035.294,4551.92,16.0625,16.0625,84,159,"2022-10-12  10:41:26"
S2,0493603968,4094,8230,2035.294,4490.085,16.125,16,85,159,"2022-10-12  10:52:40"
S2,0493603968,4105,8851,2007.042,4388.186,16.0625,16,86,159,"2022-10-12  11:03:49"
S2,0493603968,4095,9473,1853.998,5133.136,16.0625,15.875,86,158,"2022-10-12  11:14:58"
S2,0493603968,4103,10094,1812.933,5762.712,16.125,15.75,87,157,"2022-10-12  11:26:20"
S2,0493603968,4085,10732,1785.714,6084.906,16,15.8125,87,158,"2022-10-12  11:37:56"
S2,0493603968,4099,11376,1772.152,5984.375,15.9375,15.5,86,155,"2022-10-12  11:49:06"
S2,0493603968,4101,11998,1785.714,5110.783,15.8125,15.25,88,156,"2022-10-12  12:00:15"
S2,0493603968,4100,12619,1785.714,5088.496,15.625,15.0625,87,156,"2022-10-12  12:11:46"
S2,0493603968,4089,13278,1785.714,4978.038,15.375,14.875,87,155,"2022-10-12  12:23:10"
S2,0493603968,4099,13899,1799.308,4847.605,15.125,14.8125,87,154,"2022-10-12  12:34:20"
S2,0493603968,4097,14521,1799.308,4934.307,15,14.75,88,155,"2022-10-12  12:45:29"
S2,0493603968,4098,15142,1799.308,4956.141,14.875,14.75,87,154,"2022-10-12  12:56:38"
S2,0493603968,4091,15763,1785.714,4934.307,14.9375,14.75,87,154,"2022-10-12  13:08:00"
S2,0493603968,4096,16397,1785.714,5314.371,14.9375,14.6875,87,155,"2022-10-12  13:19:21"
S2,0493603968,4091,17030,1772.152,5618.32,14.9375,14.75,88,155,"2022-10-12  13:30:30"
S2,0493603968,4093,17652,1785.714,5690.184,14.875,14.75,88,155,"2022-10-12  13:41:51"
S2,0493603968,4094,18284,1785.714,5714.286,14.9375,14.8125,87,155,"2022-10-12  13:53:11"
S2,0493603968,4093,18917,1772.152,5690.184,14.9375,14.875,87,155,"2022-10-12  14:04:21"
S2,0493603968,4085,19549,1772.152,5666.156,14.9375,14.875,86,153,"2022-10-12  14:15:40"
S2,0493603968,4092,20170,1772.152,5570.776,14.9375,14.9375,88,155,"2022-10-12  14:27:01"
S2,0493603968,4091,20804,1772.152,5429.864,15.125,15,87,156,"2022-10-12  14:38:11"
S2,0493603968,4079,21431,1758.621,5314.371,15.125,15.0625,86,156,"2022-10-12  14:49:26"
S2,0493603968,4080,22052,1772.152,5223.214,15.125,15.125,86,156,"2022-10-12  15:00:47"
S2,0493603968,4077,22686,1772.152,5178.042,15.1875,15.1875,85,156,"2022-10-12  15:11:56"
S2,0493603968,4077,23310,1772.152,5044.118,15.1875,15.1875,85,156,"2022-10-12  15:23:09"
S2,0493603968,4077,23932,1785.714,4912.537,15.25,15.25,85,156,"2022-10-12  15:34:18"
S2,0493603968,4085,24553,1785.714,4804.631,15.3125,15.3125,85,156,"2022-10-12  15:45:27"
S2,0493603968,4073,25177,1785.714,4719.424,15.375,15.3125,85,157,"2022-10-12  15:56:39"
S2,0493603968,4085,25799,1785.714,4635.193,15.3125,15.375,85,157,"2022-10-12  16:07:49"
S2,0493603968,4084,26420,1799.308,4551.92,15.4375,15.4375,85,157,"2022-10-12  16:19:10"
S2,0493603968,4082,27054,1799.308,4490.085,15.4375,15.4375,86,157,"2022-10-12  16:30:31"
S2,0493603968,4083,27687,1799.308,4408.451,15.4375,15.4375,86,157,"2022-10-12  16:41:52"
S2,0493603968,4072,28320,1799.308,4347.826,15.375,15.5,84,155,"2022-10-12  16:53:13"
S2,0493603968,4081,28953,1799.308,4307.692,15.4375,15.4375,85,157,"2022-10-12  17:04:22"
S2,0493603968,4081,29575,1812.933,4267.782,15.4375,15.5,85,157,"2022-10-12  17:15:43"
S2,0493603968,4069,30211,1812.933,4208.333,15.4375,15.5,85,157,"2022-10-12  17:26:55"
S2,0493603968,4067,30848,1812.933,4188.627,15.375,15.4375,85,156,"2022-10-12  17:38:19"
S2,0493603968,4078,31469,1812.933,4149.378,15.4375,15.4375,86,157,"2022-10-12  17:49:41"
S2,0493603968,4076,32102,1812.933,4110.345,15.4375,15.4375,85,157,"2022-10-12  18:01:12"
S2,0493603968,4066,32763,1812.933,4071.527,15.4375,15.4375,86,157,"2022-10-12  18:12:38"
S2,0493603968,4058,33389,1826.59,4052.198,15.5,15.4375,86,157,"2022-10-12  18:24:04"
S2,0493603968,4076,34022,1826.59,4013.698,15.4375,15.4375,86,157,"2022-10-12  18:35:12"
S2,0493603968,4074,34644,1826.59,3994.528,15.5,15.5,84,154,"2022-10-12  18:46:34"
S2,0493603968,4074,35277,1826.59,3975.41,15.4375,15.4375,86,157,"2022-10-12  18:57:55"
S2,0493603968,4073,35911,1826.59,3956.344,15.5,15.5,85,156,"2022-10-12  19:09:04"
S2,0493603968,4071,36532,1826.59,3937.33,15.5,15.4375,85,157,"2022-10-12  19:20:25"
S2,0493603968,4070,37165,1826.59,3918.367,15.5,15.5,86,157,"2022-10-12  19:31:34"
S2,0493603968,4060,37786,1840.278,3899.457,15.5,15.4375,86,157,"2022-10-12  19:42:43"
S2,0493603968,4057,38413,1840.278,3880.597,15.5,15.5,86,157,"2022-10-12  19:53:57"
S2,0493603968,4057,39050,1840.278,3880.597,15.4375,15.4375,86,157,"2022-10-12  20:05:22"
S2,0493603968,4056,39676,1840.278,3861.789,15.5,15.4375,85,157,"2022-10-12  20:16:36"
